検査ID,状態,定期検査名称,検査補足名称,検査基準日,検査設備ID,定期検査ひな型ID,基準期間ID,表示用基準期間,許容期間,許容期間単位,臨時_基準期間ID,表示用基準期間臨時,許容期間臨時,許容期間単位臨時,実施主体,実施事業者1,実施事業者1名称,実施事業者2,実施事業者2名称,他区検査依頼,依頼先他区,依頼先他区所管区名称1,依頼先他区所管区名称2,他区検査依頼内容,申請順番,変更理由ID,基準期間_変更理由_ひな型,基準期間_変更理由,申請日時,補足,系統変更番号,計画策定に関する備考,承認に関する備考,作業時間帯,検査休止フラグ,検査休止期間_開始,検査休止期間_終了,検査廃止フラグ,検査廃止日,検査設備名,設置場所ID,場所名称,設置場所_計画表示用,所管区ID,所管区名称1,所管区名称2,設備カテゴリID,組織区分,レベル1,レベル2,レベル3,レベル4,レベル5,休止フラグ,休止期間_開始日,休止期間_終了日,廃止フラグ,廃止日,直営保守,定期検査ひな型名称,設備全般検査フラグ,作業コード名称,定期検査ひな型補足,検査名称,路線名称,変更理由,実施基準対象検査内容フラグ,長期使用フラグ,表示順,論理削除フラグ,更新日時,更新者ID,氏名
4110,2,受送・配電線路設備（設備全般）_2か月検査_千住車両基地,NULL,2008/04/15,2617,2001,5,2か月(±28日),28,1,NULL,NULL,NULL,NULL,1,1,東京メトロ,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,偶数月実施,NULL,1,0,NULL,NULL,0,NULL,受送・配電線路設備-設備全般_千住車両基地_日比谷線電機区,3,日比谷線,千住車両基地,57,鉄道本部電気部電機区,日比谷線電機区,105,02_電力【電路】,01_受送・配電線路設備,01_設備全般,NULL,NULL,NULL,0,NULL,NULL,0,NULL,0,受送・配電線路設備（設備全般）_2か月検査,1,PPA02,,受送・配電線路設備（設備全般）,日比谷線,NULL,NULL,NULL,4110,0,2023-04-01 00:00:00.000,1,NULL
4111,2,受送・配電線路設備（設備全般）_2か月検査_竹ノ塚車両基地,NULL,2008/04/15,2618,2001,5,2か月(±28日),28,1,NULL,NULL,NULL,NULL,1,1,東京メトロ,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,偶数月実施,NULL,1,0,NULL,NULL,0,NULL,受送・配電線路設備-設備全般_竹ノ塚車両基地_日比谷線電機区,3,日比谷線,竹ノ塚車両基地,57,鉄道本部電気部電機区,日比谷線電機区,105,02_電力【電路】,01_受送・配電線路設備,01_設備全般,NULL,NULL,NULL,0,NULL,NULL,0,NULL,0,受送・配電線路設備（設備全般）_2か月検査,1,PPA02,,受送・配電線路設備（設備全般）,日比谷線,NULL,NULL,NULL,4111,0,2023-04-01 00:00:00.000,1,NULL
4112,2,受送・配電線路設備（設備全般）_2か月検査_北千住東武境界～北千住ＡＢＣＤ線,NULL,2014/04/15,2619,2001,5,2か月(±28日),28,1,NULL,NULL,NULL,NULL,1,1,東京メトロ,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,偶数月実施,NULL,1,0,NULL,NULL,0,NULL,受送・配電線路設備-設備全般_北千住東武境界～北千住Ａ・Ｂ・Ｃ・Ｄ線_日比谷線電機区,3,日比谷線,北千住東武境界～北千住Ａ・Ｂ・Ｃ・Ｄ線,57,鉄道本部電気部電機区,日比谷線電機区,105,02_電力【電路】,01_受送・配電線路設備,01_設備全般,NULL,NULL,NULL,0,,,0,,0,受送・配電線路設備（設備全般）_2か月検査,1,PPA02,,受送・配電線路設備（設備全般）,日比谷線,NULL,NULL,NULL,4112,0,2023-04-01 00:00:00.000,1,NULL
4113,2,受送・配電線路設備（設備全般）_2か月検査_北千住駅～南千住ＡＢ線,NULL,2014/04/15,2620,2001,5,2か月(±28日),28,1,NULL,NULL,NULL,NULL,1,1,東京メトロ,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,偶数月実施,NULL,1,0,NULL,NULL,0,NULL,受送・配電線路設備-設備全般_北千住駅～南千住Ａ線（通路線含む）_日比谷線電機区,3,日比谷線,北千住駅～南千住Ａ線（通路線含む）,57,鉄道本部電気部電機区,日比谷線電機区,105,02_電力【電路】,01_受送・配電線路設備,01_設備全般,NULL,NULL,NULL,0,,,0,,0,受送・配電線路設備（設備全般）_2か月検査,1,PPA02,,受送・配電線路設備（設備全般）,日比谷線,NULL,NULL,NULL,4113,0,2023-04-01 00:00:00.000,1,NULL
4114,2,受送・配電線路設備（設備全般）_2か月検査_南千住駅～三ノ輪坑口ＡＢ線,NULL,2014/04/15,2621,2001,5,2か月(±28日),28,1,NULL,NULL,NULL,NULL,1,1,東京メトロ,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,偶数月実施,NULL,1,0,NULL,NULL,0,NULL,受送・配電線路設備-設備全般_南千住駅～三ノ輪坑口Ａ線_日比谷線電機区,3,日比谷線,南千住駅～三ノ輪坑口Ａ線,57,鉄道本部電気部電機区,日比谷線電機区,105,02_電力【電路】,01_受送・配電線路設備,01_設備全般,NULL,NULL,NULL,0,,,0,,0,受送・配電線路設備（設備全般）_2か月検査,1,PPA02,,受送・配電線路設備（設備全般）,日比谷線,NULL,NULL,NULL,4114,0,2023-04-01 00:00:00.000,1,NULL
4115,2,受送・配電線路設備（設備全般）_2か月検査_三ノ輪坑口～三ノ輪ＡＢ線,NULL,2008/04/15,2622,2001,5,2か月(±28日),28,1,NULL,NULL,NULL,NULL,1,1,東京メトロ,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,偶数月実施,NULL,1,0,NULL,NULL,0,NULL,受送・配電線路設備-設備全般_三ノ輪坑口～三ノ輪Ａ線_日比谷線電機区,3,日比谷線,三ノ輪坑口～三ノ輪Ａ線,57,鉄道本部電気部電機区,日比谷線電機区,105,02_電力【電路】,01_受送・配電線路設備,01_設備全般,NULL,NULL,NULL,0,,,0,,0,受送・配電線路設備（設備全般）_2か月検査,1,PPA02,,受送・配電線路設備（設備全般）,日比谷線,NULL,NULL,NULL,4115,0,2023-04-01 00:00:00.000,1,NULL
4116,2,受送・配電線路設備（設備全般）_2か月検査_三ノ輪駅～入谷ＡＢ線,NULL,2008/04/15,2623,2001,5,2か月(±28日),28,1,NULL,NULL,NULL,NULL,1,1,東京メトロ,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,偶数月実施,NULL,1,0,NULL,NULL,0,NULL,受送・配電線路設備-設備全般_三ノ輪駅～入谷Ａ線_日比谷線電機区,3,日比谷線,三ノ輪駅～入谷Ａ線,57,鉄道本部電気部電機区,日比谷線電機区,105,02_電力【電路】,01_受送・配電線路設備,01_設備全般,NULL,NULL,NULL,0,,,0,,0,受送・配電線路設備（設備全般）_2か月検査,1,PPA02,,受送・配電線路設備（設備全般）,日比谷線,NULL,NULL,NULL,4116,0,2023-04-01 00:00:00.000,1,NULL
4117,2,受送・配電線路設備（設備全般）_2か月検査_入谷駅～上野ＡＢ線,NULL,2008/04/15,2624,2001,5,2か月(±28日),28,1,NULL,NULL,NULL,NULL,1,1,東京メトロ,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,偶数月実施,NULL,1,0,NULL,NULL,0,NULL,受送・配電線路設備-設備全般_入谷駅～上野Ａ線_日比谷線電機区,3,日比谷線,入谷駅～上野Ａ線,57,鉄道本部電気部電機区,日比谷線電機区,105,02_電力【電路】,01_受送・配電線路設備,01_設備全般,NULL,NULL,NULL,0,,,0,,0,受送・配電線路設備（設備全般）_2か月検査,1,PPA02,,受送・配電線路設備（設備全般）,日比谷線,NULL,NULL,NULL,4117,0,2023-04-01 00:00:00.000,1,NULL
4118,2,受送・配電線路設備（設備全般）_2か月検査_上野駅～仲御徒町ＡＢ線,NULL,2014/04/15,2625,2001,5,2か月(±28日),28,1,NULL,NULL,NULL,NULL,1,1,東京メトロ,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,偶数月実施,NULL,1,0,NULL,NULL,0,NULL,受送・配電線路設備-設備全般_上野駅～仲御徒町Ａ線_日比谷線電機区,3,日比谷線,上野駅～仲御徒町Ａ線,57,鉄道本部電気部電機区,日比谷線電機区,105,02_電力【電路】,01_受送・配電線路設備,01_設備全般,NULL,NULL,NULL,0,,,0,,0,受送・配電線路設備（設備全般）_2か月検査,1,PPA02,,受送・配電線路設備（設備全般）,日比谷線,NULL,NULL,NULL,4118,0,2023-04-01 00:00:00.000,1,NULL
4119,2,受送・配電線路設備（設備全般）_2か月検査_仲御徒町駅～秋葉原ＡＢ線,NULL,2014/04/15,2626,2001,5,2か月(±28日),28,1,NULL,NULL,NULL,NULL,1,1,東京メトロ,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,偶数月実施,NULL,1,0,NULL,NULL,0,NULL,受送・配電線路設備-設備全般_仲御徒町駅～秋葉原Ａ線_日比谷線電機区,3,日比谷線,仲御徒町駅～秋葉原Ａ線,57,鉄道本部電気部電機区,日比谷線電機区,105,02_電力【電路】,01_受送・配電線路設備,01_設備全般,NULL,NULL,NULL,0,,,0,,0,受送・配電線路設備（設備全般）_2か月検査,1,PPA02,,受送・配電線路設備（設備全般）,日比谷線,NULL,NULL,NULL,4119,0,2023-04-01 00:00:00.000,1,NULL
