検査ID,状態,定期検査名称,検査補足名称,検査基準日,検査設備ID,定期検査ひな型ID,基準期間ID,表示用基準期間,許容期間,許容期間単位,臨時_基準期間ID,表示用基準期間臨時,許容期間臨時,許容期間単位臨時,実施主体,実施事業者1,実施事業者1名称,実施事業者2,実施事業者2名称,他区検査依頼,依頼先他区,依頼先他区所管区名称1,依頼先他区所管区名称2,他区検査依頼内容,申請順番,変更理由ID,基準期間_変更理由_ひな型,基準期間_変更理由,申請日時,補足,系統変更番号,計画策定に関する備考,承認に関する備考,作業時間帯,検査休止フラグ,検査休止期間_開始,検査休止期間_終了,検査廃止フラグ,検査廃止日,検査設備名,設置場所ID,場所名称,設置場所_計画表示用,所管区ID,所管区名称1,所管区名称2,設備カテゴリID,組織区分,レベル1,レベル2,レベル3,レベル4,レベル5,休止フラグ,休止期間_開始日,休止期間_終了日,廃止フラグ,廃止日,直営保守,定期検査ひな型名称,設備全般検査フラグ,作業コード名称,定期検査ひな型補足,検査名称,路線名称,変更理由,実施基準対象検査内容フラグ,長期使用フラグ,表示順,論理削除フラグ,更新日時,更新者ID,氏名
19315,2,信号設備_2か月_北千住～南千住,NULL,2008/04/15,14393,3001,5,2か月(±28日),28,1,NULL,NULL,NULL,NULL,1,1,東京メトロ,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,偶数月実施,NULL,1,0,NULL,NULL,0,NULL,信号設備_北千住～南千住_日比谷線信通区,3,日比谷線,北千住～南千住,65,鉄道本部電気部信通区,日比谷線信通区,265,05_信通【信号】,01_信号設備,NULL,NULL,NULL,NULL,0,NULL,NULL,0,NULL,0,信号設備_2か月,1,PTA02,,信号設備,日比谷線,NULL,NULL,NULL,19315,0,2023-04-01 00:00:00.000,1,NULL
19316,2,信号設備_2か月_秋葉原～小伝馬町,NULL,2008/01/15,14394,3001,5,2か月(±28日),28,1,NULL,NULL,NULL,NULL,1,1,東京メトロ,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,奇数月実施,NULL,1,0,NULL,NULL,0,NULL,信号設備_秋葉原～小伝馬町_日比谷線信通区,3,日比谷線,秋葉原～小伝馬町,65,鉄道本部電気部信通区,日比谷線信通区,265,05_信通【信号】,01_信号設備,NULL,NULL,NULL,NULL,0,NULL,NULL,0,NULL,0,信号設備_2か月,1,PTA02,,信号設備,日比谷線,NULL,NULL,NULL,19316,0,2023-04-01 00:00:00.000,1,NULL
19317,2,信号設備_2か月_東銀座～銀座,NULL,2020/07/15,14395,3001,5,2か月(±28日),28,1,NULL,NULL,NULL,NULL,1,1,東京メトロ,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,奇数月実施,NULL,1,0,NULL,NULL,0,NULL,信号設備_東銀座～銀座_日比谷線信通区,3,日比谷線,東銀座～銀座,65,鉄道本部電気部信通区,日比谷線信通区,265,05_信通【信号】,01_信号設備,NULL,NULL,NULL,NULL,0,NULL,NULL,0,NULL,0,信号設備_2か月,1,PTA02,,信号設備,日比谷線,NULL,NULL,NULL,19317,0,2023-04-01 00:00:00.000,1,NULL
19318,2,信号設備_2か月_神谷町～六本木,NULL,2008/04/15,14396,3001,5,2か月(±28日),28,1,NULL,NULL,NULL,NULL,1,1,東京メトロ,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,偶数月実施,NULL,1,0,NULL,NULL,0,NULL,信号設備_神谷町～六本木_日比谷線信通区,3,日比谷線,神谷町～六本木,65,鉄道本部電気部信通区,日比谷線信通区,265,05_信通【信号】,01_信号設備,NULL,NULL,NULL,NULL,0,NULL,NULL,0,NULL,0,信号設備_2か月,1,PTA02,,信号設備,日比谷線,NULL,NULL,NULL,19318,0,2023-04-01 00:00:00.000,1,NULL
19319,2,信号設備_2か月_千住車両基地,NULL,2008/04/15,14397,3001,5,2か月(±28日),28,1,NULL,NULL,NULL,NULL,1,1,東京メトロ,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,0,NULL,NULL,0,NULL,信号設備_千住車両基地_日比谷線信通区,3,日比谷線,千住車両基地,65,鉄道本部電気部信通区,日比谷線信通区,265,05_信通【信号】,01_信号設備,NULL,NULL,NULL,NULL,0,NULL,NULL,0,NULL,0,信号設備_2か月,1,PTA02,,信号設備,日比谷線,NULL,NULL,NULL,19319,0,2023-04-01 00:00:00.000,1,NULL
19320,2,信号設備_2か月_竹ノ塚車両基地,NULL,2008/04/15,14398,3001,5,2か月(±28日),28,1,NULL,NULL,NULL,NULL,1,1,東京メトロ,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,0,NULL,NULL,0,NULL,信号設備_竹ノ塚車両基地_日比谷線信通区,3,日比谷線,竹ノ塚車両基地,65,鉄道本部電気部信通区,日比谷線信通区,265,05_信通【信号】,01_信号設備,NULL,NULL,NULL,NULL,0,NULL,NULL,0,NULL,0,信号設備_2か月,1,PTA02,,信号設備,日比谷線,NULL,NULL,NULL,19320,0,2023-04-01 00:00:00.000,1,NULL
19321,2,信号設備_2か月_南千住通路線,NULL,2008/04/15,14399,3001,5,2か月(±28日),28,1,NULL,NULL,NULL,NULL,1,1,東京メトロ,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,偶数月実施,北千住～南千住信号設備全般検査へ統合,1,0,NULL,NULL,1,2023/07/01,信号設備_南千住通路線_日比谷線信通区,3,日比谷線,南千住通路線,65,鉄道本部電気部信通区,日比谷線信通区,265,05_信通【信号】,01_信号設備,NULL,NULL,NULL,NULL,0,,,1,2023/07/31,0,信号設備_2か月,1,PTA02,,信号設備,日比谷線,NULL,NULL,NULL,19321,0,2023-11-12 08:32:30.087,491,難波　幸仁
19322,2,信号設備_2か月_南千住～三ノ輪,NULL,2008/04/15,14400,3001,5,2か月(±28日),28,1,NULL,NULL,NULL,NULL,1,1,東京メトロ,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,偶数月実施,NULL,1,0,NULL,NULL,0,NULL,信号設備_南千住～三ノ輪_日比谷線信通区,3,日比谷線,南千住～三ノ輪,65,鉄道本部電気部信通区,日比谷線信通区,265,05_信通【信号】,01_信号設備,NULL,NULL,NULL,NULL,0,NULL,NULL,0,NULL,0,信号設備_2か月,1,PTA02,,信号設備,日比谷線,NULL,NULL,NULL,19322,0,2023-04-01 00:00:00.000,1,NULL
19323,2,信号設備_2か月_三ノ輪～入谷,NULL,2008/04/15,14401,3001,5,2か月(±28日),28,1,NULL,NULL,NULL,NULL,1,1,東京メトロ,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,偶数月実施,NULL,1,0,NULL,NULL,0,NULL,信号設備_三ノ輪～入谷_日比谷線信通区,3,日比谷線,三ノ輪～入谷,65,鉄道本部電気部信通区,日比谷線信通区,265,05_信通【信号】,01_信号設備,NULL,NULL,NULL,NULL,0,NULL,NULL,0,NULL,0,信号設備_2か月,1,PTA02,,信号設備,日比谷線,NULL,NULL,NULL,19323,0,2023-04-01 00:00:00.000,1,NULL
19324,2,信号設備_2か月_入谷～上野,NULL,2008/04/15,14402,3001,5,2か月(±28日),28,1,NULL,NULL,NULL,NULL,1,1,東京メトロ,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,偶数月実施,NULL,1,0,NULL,NULL,0,NULL,信号設備_入谷～上野_日比谷線信通区,3,日比谷線,入谷～上野,65,鉄道本部電気部信通区,日比谷線信通区,265,05_信通【信号】,01_信号設備,NULL,NULL,NULL,NULL,0,NULL,NULL,0,NULL,0,信号設備_2か月,1,PTA02,,信号設備,日比谷線,NULL,NULL,NULL,19324,0,2023-04-01 00:00:00.000,1,NULL
