総件数,ソート最優先キー,検査ID,定期検査名称,検査補足名称,検査基準日,検査設備ID,定期検査ひな型ID,臨時_基準期間ID,実施主体,実施事業者1,実施事業者2,他区検査依頼,依頼先他区,他区検査依頼内容,補足,系統変更番号,計画策定に関する備考,承認に関する備考,作業時間帯,休止フラグ,休止期間_開始,休止期間_終了,廃止フラグ,廃止日,表示順,論理削除フラグ,更新日時,更新者ID,予備1,予備2,予備3,予備4,予備5,予備6,予備7,予備8,予備9,予備10,実施主体名称,実施事業者1名称,実施事業者2名称,依頼先他区所管区名称1,依頼先他区所管区名称2,T_定期検査ひな型ID,T_定期検査ひな型名称,T_設備全般検査フラグ,T_検査名称,T_設備カテゴリID,T_基準期間ID,T_補足,SK_設備カテゴリID,SK_組織区分,SK_レベル1,SK_レベル2,SK_レベル3,SK_レベル4,SK_レベル5,SK_任意項目,B1_基準期間ID,B1_表示用基準期間,B1_基準期間,B1_基準期間単位,B1_許容期間,B1_許容期間単位,B1_アラート出力,B2_基準期間ID,B2_表示用基準期間,B2_基準期間,B2_基準期間単位,B2_許容期間,B2_許容期間単位,B2_アラート出力,KS_検査設備ID,KS_検査設備名,KS_検査設備名_検査表表示用,KS_設置場所ID,KS_設置場所_計画表示用,KS_設備カテゴリID,KS_設置年月日,KS_稼働年月日,KS_所管区ID,KS_実施基準対象設備フラグ,KS_廃止フラグ,KS_廃止日,KS_休止フラグ,KS_休止期間_開始日,KS_休止期間_終了日,KS_関連検査設備ID,KS_関連検査設備名称,KS_補足,KS_任意項目,KS_直営保守,SB_設置場所ID,SB_路線ID,SB_場所種別,SB_場所名称,SB_下位場所名称,SB_その他名称,SB_任意項目,KN_実施基準対象検査内容フラグ,J3_任意項目,K_変更理由,作業コード名称
1933,,27106,ＡＴＯ装置-地上子_2年検査_浦安,NULL,2023/02/20,20757,3041,NULL,1,1,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,2,0,NULL,NULL,0,NULL,27106,0,2023-04-01 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,自社,東京メトロ,NULL,NULL,NULL,3041,ＡＴＯ装置-地上子_2年検査,0,ＡＴＯ装置-地上子,292,11,規定改定のため、5年を追加したが、2年を削除できないため残置,292,05_信通【信号】,06_ＡＴＯ装置,01_地上子,NULL,NULL,NULL,NULL,11,2年(±5月),2,3,5,2,14,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20757,ＡＴＯ装置-地上子_浦安_東西線信通区,ＡＴＯ装置-地上子_浦安_東西線信通区,4,浦安,292,NULL,NULL,66,0,0,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,0,4,4,5,東西線,NULL,NULL,NULL,NULL,NULL,NULL,PTF01
1933,,27107,その他の装置-合図器-トイレ合図器_1年検査_浦安,NULL,2022/05/12,20758,3158,NULL,1,1,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,2,0,NULL,NULL,0,NULL,27107,0,2023-04-01 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,自社,東京メトロ,NULL,NULL,NULL,3158,その他の装置-合図器-トイレ合図器_1年検査,0,その他の装置-合図器-トイレ合図器,403,9,,403,06_信通【通信】,08_その他の装置,09_合図器,08_トイレ合図器,NULL,NULL,NULL,9,1年(±5月),1,3,5,2,14,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20758,その他の装置-合図器-トイレ合図器_浦安_東西線信通区,その他の装置-合図器-トイレ合図器_浦安_東西線信通区,4,浦安,403,NULL,NULL,66,0,0,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,0,4,4,5,東西線,NULL,NULL,NULL,NULL,NULL,NULL,PWMH1
1933,,27108,その他の装置-合図器-非常停止合図器_2年検査_浦安,NULL,2007/02/13,20759,3152,NULL,1,1,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,2,0,NULL,NULL,0,NULL,27108,0,2023-04-01 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,自社,東京メトロ,NULL,NULL,NULL,3152,その他の装置-合図器-非常停止合図器_2年検査,0,その他の装置-合図器-非常停止合図器,397,11,,397,06_信通【通信】,08_その他の装置,09_合図器,03_非常停止合図器,NULL,NULL,NULL,11,2年(±5月),2,3,5,2,14,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20759,その他の装置-合図器-非常停止合図器_浦安_東西線信通区,その他の装置-合図器-非常停止合図器_浦安_東西線信通区,4,浦安,397,NULL,NULL,66,0,0,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,0,4,4,5,東西線,NULL,NULL,NULL,NULL,NULL,NULL,PWMB2
1933,,27109,その他の装置-施設情報管理装置-現場装置_2年検査_浦安,NULL,2011/06/25,20760,3162,NULL,1,1,NULL,0,NULL,NULL,NULL,NULL,通信機器室,NULL,1,0,NULL,NULL,0,NULL,27109,0,2023-04-01 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,自社,東京メトロ,NULL,NULL,NULL,3162,その他の装置-施設情報管理装置-現場装置_2年検査,0,その他の装置-施設情報管理装置-現場装置,410,11,,410,06_信通【通信】,08_その他の装置,11_施設情報管理装置,02_現場装置,NULL,NULL,NULL,11,2年(±5月),2,3,5,2,14,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20760,その他の装置-施設情報管理装置-現場装置_浦安_東西線信通区,その他の装置-施設情報管理装置-現場装置_浦安_東西線信通区,4,浦安,410,NULL,NULL,66,0,0,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,0,4,4,5,東西線,NULL,NULL,NULL,NULL,NULL,NULL,PWWB1
1933,,27110,その他の装置-電源装置-無停電電源装置_2年検査_浦安,NULL,2007/06/22,20761,3144,NULL,1,1,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,2,0,NULL,NULL,0,NULL,27110,0,2023-04-01 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,自社,東京メトロ,NULL,NULL,NULL,3144,その他の装置-電源装置-無停電電源装置_2年検査,0,その他の装置-電源装置-無停電電源装置,385,11,,385,06_信通【通信】,08_その他の装置,03_電源装置,03_無停電電源装置,NULL,NULL,NULL,11,2年(±5月),2,3,5,2,14,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20761,その他の装置-電源装置-無停電電源装置_浦安_東西線信通区,その他の装置-電源装置-無停電電源装置_浦安_東西線信通区,4,浦安,385,NULL,NULL,66,0,0,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,0,4,4,5,東西線,NULL,NULL,NULL,NULL,NULL,NULL,PWFD4
1933,,27111,その他の装置-電源装置-無停電電源装置_5年検査_浦安,NULL,2007/06/22,20761,3145,NULL,1,1,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,2,0,NULL,NULL,0,NULL,27111,0,2023-04-01 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,自社,東京メトロ,NULL,NULL,NULL,3145,その他の装置-電源装置-無停電電源装置_5年検査,0,その他の装置-電源装置-無停電電源装置,385,15,,385,06_信通【通信】,08_その他の装置,03_電源装置,03_無停電電源装置,NULL,NULL,NULL,15,5年(±5月),5,3,5,2,14,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20761,その他の装置-電源装置-無停電電源装置_浦安_東西線信通区,その他の装置-電源装置-無停電電源装置_浦安_東西線信通区,4,浦安,385,NULL,NULL,66,0,0,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,0,4,4,5,東西線,NULL,NULL,NULL,NULL,NULL,NULL,PWFD3
1933,,27112,その他の装置-標識装置-出発反応標識_3年_浦安,NULL,2009/05/05,20762,3067,NULL,1,1,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,2,0,NULL,NULL,0,NULL,27112,0,2023-04-01 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,自社,東京メトロ,NULL,NULL,NULL,3067,その他の装置-標識装置-出発反応標識_3年,0,その他の装置-標識装置-出発反応標識,306,13,,306,05_信通【信号】,11_その他の装置,04_標識装置,01_出発反応標識,NULL,NULL,NULL,13,3年(±5月),3,3,5,2,14,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20762,その他の装置-標識装置-出発反応標識_浦安_東西線信通区,その他の装置-標識装置-出発反応標識_浦安_東西線信通区,4,浦安,306,NULL,NULL,66,0,0,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,0,4,4,5,東西線,NULL,NULL,NULL,NULL,NULL,NULL,PTQ10
1933,,27113,その他の装置-風速監視装置-現場機器（送信装置、風向風速発信器）_2.5年検査_浦安,NULL,2006/03/06,20763,3148,NULL,1,1,NULL,0,NULL,NULL,NULL,NULL,送信装置,NULL,2,0,NULL,NULL,0,NULL,27113,0,2023-04-01 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,自社,東京メトロ,NULL,NULL,NULL,3148,その他の装置-風速監視装置-現場機器（送信装置、風向風速発信器）_2.5年検査,0,その他の装置-風速監視装置-現場機器（送信装置、風向風速発信器）,393,12,,393,06_信通【通信】,08_その他の装置,07_風速監視装置,02_現場機器（送信装置、風向風速発信器）,NULL,NULL,NULL,12,2.5年(±5月),30,2,5,2,14,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20763,その他の装置-風速監視装置-現場機器（送信装置、風向風速発信器）_浦安_東西線信通区,その他の装置-風速監視装置-現場機器（送信装置、風向風速発信器）_浦安_東西線信通区,4,浦安,393,NULL,NULL,66,0,0,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,0,4,4,5,東西線,NULL,NULL,NULL,NULL,NULL,NULL,PWKB1
1933,,27114,その他の装置-列車接近警報装置_1年検査_浦安,NULL,2009/07/03,20764,3080,NULL,1,1,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,1,0,NULL,NULL,0,NULL,27114,0,2023-04-01 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,自社,東京メトロ,NULL,NULL,NULL,3080,その他の装置-列車接近警報装置_1年検査,0,その他の装置-列車接近警報装置,317,9,,317,05_信通【信号】,11_その他の装置,11_列車接近警報装置,NULL,NULL,NULL,NULL,9,1年(±5月),1,3,5,2,14,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20764,その他の装置-列車接近警報装置_浦安_東西線信通区,その他の装置-列車接近警報装置_浦安_東西線信通区,4,浦安,317,NULL,NULL,66,0,0,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,0,4,4,5,東西線,NULL,NULL,NULL,NULL,NULL,NULL,PUJ10
1933,,27115,その他の装置-列車接近警報装置_2年検査_浦安,NULL,2009/07/03,20764,3081,NULL,1,1,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,1,0,NULL,NULL,0,NULL,27115,0,2023-04-01 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,自社,東京メトロ,NULL,NULL,NULL,3081,その他の装置-列車接近警報装置_2年検査,0,その他の装置-列車接近警報装置,317,11,,317,05_信通【信号】,11_その他の装置,11_列車接近警報装置,NULL,NULL,NULL,NULL,11,2年(±5月),2,3,5,2,14,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20764,その他の装置-列車接近警報装置_浦安_東西線信通区,その他の装置-列車接近警報装置_浦安_東西線信通区,4,浦安,317,NULL,NULL,66,0,0,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,0,4,4,5,東西線,NULL,NULL,NULL,NULL,NULL,NULL,PUJA2
