検査設備ID,検査設備名,検査設備名_検査表表示用,設置場所ID,設置場所_計画表示用,設備カテゴリID,設置年月日,稼働年月日,所管区ID,実施基準対象設備フラグ,廃止フラグ,廃止日,休止フラグ,休止期間_開始日,休止期間_終了日,関連検査設備ID,補足,任意項目,直営保守,表示順,論理削除フラグ,更新日時,更新者ID,予備1,予備2,予備3,予備4,予備5,予備6,予備7,予備8,予備9,予備10,状態,ワークフローパターン,場所名称,路線名称,組織区分,レベル1,レベル2,レベル3,レベル4,レベル5,所管区コード1,所管区名称1,所管区コード2,所管区名称2,関連検査設備名称,氏名,変更理由
7572,受送・配電線路設備-設備全般_和光車両基地（徒歩巡回）_有楽町・副都心線電機区,受送・配電線路設備-設備全般_和光車両基地（徒歩巡回）_有楽町・副都心線電機区,6,和光車両基地（徒歩巡回）,105,NULL,NULL,60,0,0,NULL,0,NULL,NULL,NULL,NULL,NULL,0,7572,0,2023-04-01 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,NULL,有楽町・副都心線,有楽町・副都心線,02_電力【電路】,01_受送・配電線路設備,01_設備全般,NULL,NULL,NULL,6,鉄道本部電気部電機区,1020366500,有楽町・副都心線電機区,NULL,NULL,NULL
7573,受送・配電線路設備-設備全般_Ａ線和光基地～和光市駅（徒歩巡回）_有楽町・副都心線電機区,受送・配電線路設備-設備全般_Ａ線和光基地～和光市駅（徒歩巡回）_有楽町・副都心線電機区,6,Ａ線和光基地～和光市駅（徒歩巡回）,105,NULL,NULL,60,0,0,NULL,0,NULL,NULL,NULL,NULL,NULL,0,7573,0,2023-04-01 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,NULL,有楽町・副都心線,有楽町・副都心線,02_電力【電路】,01_受送・配電線路設備,01_設備全般,NULL,NULL,NULL,6,鉄道本部電気部電機区,1020366500,有楽町・副都心線電機区,NULL,NULL,NULL
7574,受送・配電線路設備-設備全般_Ａ線和光市～成増坑口（徒歩巡回）_有楽町・副都心線電機区,受送・配電線路設備-設備全般_Ａ線和光市～成増坑口（徒歩巡回）_有楽町・副都心線電機区,6,Ａ線和光市～成増坑口（徒歩巡回）,105,NULL,NULL,60,0,0,NULL,0,NULL,NULL,NULL,NULL,NULL,0,7574,0,2023-04-01 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,NULL,有楽町・副都心線,有楽町・副都心線,02_電力【電路】,01_受送・配電線路設備,01_設備全般,NULL,NULL,NULL,6,鉄道本部電気部電機区,1020366500,有楽町・副都心線電機区,NULL,NULL,NULL
7575,受送・配電線路設備-設備全般_Ａ線辰巳坑口～新木場駅（徒歩巡回）_有楽町・副都心線電機区,受送・配電線路設備-設備全般_Ａ線辰巳坑口～新木場駅（徒歩巡回）_有楽町・副都心線電機区,6,Ａ線辰巳坑口～新木場駅（徒歩巡回）,105,NULL,NULL,60,0,0,NULL,0,NULL,NULL,NULL,NULL,NULL,0,7575,0,2023-04-01 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,NULL,有楽町・副都心線,有楽町・副都心線,02_電力【電路】,01_受送・配電線路設備,01_設備全般,NULL,NULL,NULL,6,鉄道本部電気部電機区,1020366500,有楽町・副都心線電機区,NULL,NULL,NULL
7576,受送・配電線路設備-設備全般_Ａ線新木場～新木場基地（徒歩巡回）_有楽町・副都心線電機区,受送・配電線路設備-設備全般_Ａ線新木場～新木場基地（徒歩巡回）_有楽町・副都心線電機区,6,Ａ線新木場～新木場基地（徒歩巡回）,105,NULL,NULL,60,0,0,NULL,0,NULL,NULL,NULL,NULL,NULL,0,7576,0,2023-04-01 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,NULL,有楽町・副都心線,有楽町・副都心線,02_電力【電路】,01_受送・配電線路設備,01_設備全般,NULL,NULL,NULL,6,鉄道本部電気部電機区,1020366500,有楽町・副都心線電機区,NULL,NULL,NULL
7577,受送・配電線路設備-設備全般_Ｂ線和光基地～和光市駅（徒歩巡回）_有楽町・副都心線電機区,受送・配電線路設備-設備全般_Ｂ線和光基地～和光市駅（徒歩巡回）_有楽町・副都心線電機区,6,Ｂ線和光基地～和光市駅（徒歩巡回）,105,NULL,NULL,60,0,0,NULL,0,NULL,NULL,NULL,NULL,NULL,0,7577,0,2023-04-01 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,NULL,有楽町・副都心線,有楽町・副都心線,02_電力【電路】,01_受送・配電線路設備,01_設備全般,NULL,NULL,NULL,6,鉄道本部電気部電機区,1020366500,有楽町・副都心線電機区,NULL,NULL,NULL
7578,受送・配電線路設備-設備全般_Ｂ線和光市～成増坑口（徒歩巡回）_有楽町・副都心線電機区,受送・配電線路設備-設備全般_Ｂ線和光市～成増坑口（徒歩巡回）_有楽町・副都心線電機区,6,Ｂ線和光市～成増坑口（徒歩巡回）,105,NULL,NULL,60,0,0,NULL,0,NULL,NULL,NULL,NULL,NULL,0,7578,0,2023-04-01 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,NULL,有楽町・副都心線,有楽町・副都心線,02_電力【電路】,01_受送・配電線路設備,01_設備全般,NULL,NULL,NULL,6,鉄道本部電気部電機区,1020366500,有楽町・副都心線電機区,NULL,NULL,NULL
7579,受送・配電線路設備-設備全般_Ｂ線辰巳坑口～新木場駅（徒歩巡回）_有楽町・副都心線電機区,受送・配電線路設備-設備全般_Ｂ線辰巳坑口～新木場駅（徒歩巡回）_有楽町・副都心線電機区,6,Ｂ線辰巳坑口～新木場駅（徒歩巡回）,105,NULL,NULL,60,0,0,NULL,0,NULL,NULL,NULL,NULL,NULL,0,7579,0,2023-04-01 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,NULL,有楽町・副都心線,有楽町・副都心線,02_電力【電路】,01_受送・配電線路設備,01_設備全般,NULL,NULL,NULL,6,鉄道本部電気部電機区,1020366500,有楽町・副都心線電機区,NULL,NULL,NULL
7580,受送・配電線路設備-設備全般_Ｂ線新木場～新木場基地（徒歩巡回）_有楽町・副都心線電機区,受送・配電線路設備-設備全般_Ｂ線新木場～新木場基地（徒歩巡回）_有楽町・副都心線電機区,6,Ｂ線新木場～新木場基地（徒歩巡回）,105,NULL,NULL,60,0,0,NULL,0,NULL,NULL,NULL,NULL,NULL,0,7580,0,2023-04-01 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,NULL,有楽町・副都心線,有楽町・副都心線,02_電力【電路】,01_受送・配電線路設備,01_設備全般,NULL,NULL,NULL,6,鉄道本部電気部電機区,1020366500,有楽町・副都心線電機区,NULL,NULL,NULL
7581,受送・配電線路設備-設備全般_新木場車両基地（徒歩巡回）_有楽町・副都心線電機区,受送・配電線路設備-設備全般_新木場車両基地（徒歩巡回）_有楽町・副都心線電機区,6,新木場車両基地（徒歩巡回）,105,NULL,NULL,60,0,0,NULL,0,NULL,NULL,NULL,NULL,NULL,0,7581,0,2023-04-01 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,NULL,有楽町・副都心線,有楽町・副都心線,02_電力【電路】,01_受送・配電線路設備,01_設備全般,NULL,NULL,NULL,6,鉄道本部電気部電機区,1020366500,有楽町・副都心線電機区,NULL,NULL,NULL
