検査設備ID,検査設備名,検査設備名_検査表表示用,設置場所ID,設置場所_計画表示用,設備カテゴリID,設置年月日,稼働年月日,所管区ID,実施基準対象設備フラグ,廃止フラグ,廃止日,休止フラグ,休止期間_開始日,休止期間_終了日,関連検査設備ID,補足,任意項目,直営保守,表示順,論理削除フラグ,更新日時,更新者ID,予備1,予備2,予備3,予備4,予備5,予備6,予備7,予備8,予備9,予備10,状態,ワークフローパターン,場所名称,路線名称,組織区分,レベル1,レベル2,レベル3,レベル4,レベル5,所管区コード1,所管区名称1,所管区コード2,所管区名称2,関連検査設備名称,氏名,変更理由
14393,信号設備_北千住～南千住_日比谷線信通区,信号設備_北千住～南千住_日比谷線信通区,3,北千住～南千住,265,NULL,NULL,65,0,0,NULL,0,NULL,NULL,NULL,NULL,NULL,0,14393,0,2023-04-01 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,NULL,日比谷線,日比谷線,05_信通【信号】,01_信号設備,NULL,NULL,NULL,NULL,7,鉄道本部電気部信通区,1020367200,日比谷線信通区,NULL,NULL,NULL
14394,信号設備_秋葉原～小伝馬町_日比谷線信通区,信号設備_秋葉原～小伝馬町_日比谷線信通区,3,秋葉原～小伝馬町,265,NULL,NULL,65,0,0,NULL,0,NULL,NULL,NULL,NULL,NULL,0,14394,0,2023-04-01 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,NULL,日比谷線,日比谷線,05_信通【信号】,01_信号設備,NULL,NULL,NULL,NULL,7,鉄道本部電気部信通区,1020367200,日比谷線信通区,NULL,NULL,NULL
14395,信号設備_東銀座～銀座_日比谷線信通区,信号設備_東銀座～銀座_日比谷線信通区,3,東銀座～銀座,265,NULL,NULL,65,0,0,NULL,0,NULL,NULL,NULL,NULL,NULL,0,14395,0,2023-04-01 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,NULL,日比谷線,日比谷線,05_信通【信号】,01_信号設備,NULL,NULL,NULL,NULL,7,鉄道本部電気部信通区,1020367200,日比谷線信通区,NULL,NULL,NULL
14396,信号設備_神谷町～六本木_日比谷線信通区,信号設備_神谷町～六本木_日比谷線信通区,3,神谷町～六本木,265,NULL,NULL,65,0,0,NULL,0,NULL,NULL,NULL,NULL,NULL,0,14396,0,2023-04-01 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,NULL,日比谷線,日比谷線,05_信通【信号】,01_信号設備,NULL,NULL,NULL,NULL,7,鉄道本部電気部信通区,1020367200,日比谷線信通区,NULL,NULL,NULL
14397,信号設備_千住車両基地_日比谷線信通区,信号設備_千住車両基地_日比谷線信通区,3,千住車両基地,265,NULL,NULL,65,0,0,NULL,0,NULL,NULL,NULL,NULL,NULL,0,14397,0,2023-04-01 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,NULL,日比谷線,日比谷線,05_信通【信号】,01_信号設備,NULL,NULL,NULL,NULL,7,鉄道本部電気部信通区,1020367200,日比谷線信通区,NULL,NULL,NULL
14398,信号設備_竹ノ塚車両基地_日比谷線信通区,信号設備_竹ノ塚車両基地_日比谷線信通区,3,竹ノ塚車両基地,265,NULL,NULL,65,0,0,NULL,0,NULL,NULL,NULL,NULL,NULL,0,14398,0,2023-04-01 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,NULL,日比谷線,日比谷線,05_信通【信号】,01_信号設備,NULL,NULL,NULL,NULL,7,鉄道本部電気部信通区,1020367200,日比谷線信通区,NULL,NULL,NULL
14399,信号設備_南千住通路線_日比谷線信通区,信号設備_南千住通路線_日比谷線信通区,3,南千住通路線,265,,,65,0,1,2023/07/31,0,,,NULL,,,0,14399,0,2023-07-31 10:47:27.060,491,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,51,日比谷線,日比谷線,05_信通【信号】,01_信号設備,NULL,NULL,NULL,NULL,7,鉄道本部電気部信通区,1020367200,日比谷線信通区,NULL,難波　幸仁,北千住～南千住信号設備全般2か月検査へ統合
14400,信号設備_南千住～三ノ輪_日比谷線信通区,信号設備_南千住～三ノ輪_日比谷線信通区,3,南千住～三ノ輪,265,NULL,NULL,65,0,0,NULL,0,NULL,NULL,NULL,NULL,NULL,0,14400,0,2023-04-01 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,NULL,日比谷線,日比谷線,05_信通【信号】,01_信号設備,NULL,NULL,NULL,NULL,7,鉄道本部電気部信通区,1020367200,日比谷線信通区,NULL,NULL,NULL
14401,信号設備_三ノ輪～入谷_日比谷線信通区,信号設備_三ノ輪～入谷_日比谷線信通区,3,三ノ輪～入谷,265,NULL,NULL,65,0,0,NULL,0,NULL,NULL,NULL,NULL,NULL,0,14401,0,2023-04-01 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,NULL,日比谷線,日比谷線,05_信通【信号】,01_信号設備,NULL,NULL,NULL,NULL,7,鉄道本部電気部信通区,1020367200,日比谷線信通区,NULL,NULL,NULL
14402,信号設備_入谷～上野_日比谷線信通区,信号設備_入谷～上野_日比谷線信通区,3,入谷～上野,265,NULL,NULL,65,0,0,NULL,0,NULL,NULL,NULL,NULL,NULL,0,14402,0,2023-04-01 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,NULL,日比谷線,日比谷線,05_信通【信号】,01_信号設備,NULL,NULL,NULL,NULL,7,鉄道本部電気部信通区,1020367200,日比谷線信通区,NULL,NULL,NULL
