検査設備ID,検査設備名,検査設備名_検査表表示用,設置場所ID,設置場所_計画表示用,設備カテゴリID,設置年月日,稼働年月日,所管区ID,実施基準対象設備フラグ,廃止フラグ,廃止日,休止フラグ,休止期間_開始日,休止期間_終了日,関連検査設備ID,補足,任意項目,直営保守,表示順,論理削除フラグ,更新日時,更新者ID,予備1,予備2,予備3,予備4,予備5,予備6,予備7,予備8,予備9,予備10,状態,ワークフローパターン,場所名称,路線名称,組織区分,レベル1,レベル2,レベル3,レベル4,レベル5,所管区コード1,所管区名称1,所管区コード2,所管区名称2,関連検査設備名称,氏名,変更理由
9912,受送・配電線路設備-設備全般_渋谷～表参道駅Ａ線_半蔵門線電機区,受送・配電線路設備-設備全般_渋谷～表参道駅Ａ線_半蔵門線電機区,7,渋谷～表参道駅Ａ線,105,NULL,NULL,61,0,0,NULL,0,NULL,NULL,NULL,NULL,NULL,0,9912,0,2023-04-01 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,NULL,半蔵門線,半蔵門線,02_電力【電路】,01_受送・配電線路設備,01_設備全般,NULL,NULL,NULL,6,鉄道本部電気部電機区,1020366600,半蔵門線電機区,NULL,NULL,NULL
9913,受送・配電線路設備-設備全般_表参道～青山一丁目駅Ａ線_半蔵門線電機区,受送・配電線路設備-設備全般_表参道～青山一丁目駅Ａ線_半蔵門線電機区,7,表参道～青山一丁目駅Ａ線,105,NULL,NULL,61,0,0,NULL,0,NULL,NULL,NULL,NULL,NULL,0,9913,0,2023-04-01 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,NULL,半蔵門線,半蔵門線,02_電力【電路】,01_受送・配電線路設備,01_設備全般,NULL,NULL,NULL,6,鉄道本部電気部電機区,1020366600,半蔵門線電機区,NULL,NULL,NULL
9914,受送・配電線路設備-設備全般_青山一丁目～永田町駅Ａ線_半蔵門線電機区,受送・配電線路設備-設備全般_青山一丁目～永田町駅Ａ線_半蔵門線電機区,7,青山一丁目～永田町駅Ａ線,105,NULL,NULL,61,0,0,NULL,0,NULL,NULL,NULL,NULL,NULL,0,9914,0,2023-04-01 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,NULL,半蔵門線,半蔵門線,02_電力【電路】,01_受送・配電線路設備,01_設備全般,NULL,NULL,NULL,6,鉄道本部電気部電機区,1020366600,半蔵門線電機区,NULL,NULL,NULL
9915,受送・配電線路設備-設備全般_永田町～半蔵門駅Ａ線_半蔵門線電機区,受送・配電線路設備-設備全般_永田町～半蔵門駅Ａ線_半蔵門線電機区,7,永田町～半蔵門駅Ａ線,105,NULL,NULL,61,0,0,NULL,0,NULL,NULL,NULL,NULL,NULL,0,9915,0,2023-04-01 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,NULL,半蔵門線,半蔵門線,02_電力【電路】,01_受送・配電線路設備,01_設備全般,NULL,NULL,NULL,6,鉄道本部電気部電機区,1020366600,半蔵門線電機区,NULL,NULL,NULL
9916,受送・配電線路設備-設備全般_半蔵門～九段下駅Ａ線_半蔵門線電機区,受送・配電線路設備-設備全般_半蔵門～九段下駅Ａ線_半蔵門線電機区,7,半蔵門～九段下駅Ａ線,105,NULL,NULL,61,0,0,NULL,0,NULL,NULL,NULL,NULL,NULL,0,9916,0,2023-04-01 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,NULL,半蔵門線,半蔵門線,02_電力【電路】,01_受送・配電線路設備,01_設備全般,NULL,NULL,NULL,6,鉄道本部電気部電機区,1020366600,半蔵門線電機区,NULL,NULL,NULL
9917,受送・配電線路設備-設備全般_九段下～神保町駅Ａ線_半蔵門線電機区,受送・配電線路設備-設備全般_九段下～神保町駅Ａ線_半蔵門線電機区,7,九段下～神保町駅Ａ線,105,NULL,NULL,61,0,0,NULL,0,NULL,NULL,NULL,NULL,NULL,0,9917,0,2023-04-01 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,NULL,半蔵門線,半蔵門線,02_電力【電路】,01_受送・配電線路設備,01_設備全般,NULL,NULL,NULL,6,鉄道本部電気部電機区,1020366600,半蔵門線電機区,NULL,NULL,NULL
9918,受送・配電線路設備-設備全般_神保町～大手町駅Ａ線_半蔵門線電機区,受送・配電線路設備-設備全般_神保町～大手町駅Ａ線_半蔵門線電機区,7,神保町～大手町駅Ａ線,105,NULL,NULL,61,0,0,NULL,0,NULL,NULL,NULL,NULL,NULL,0,9918,0,2023-04-01 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,NULL,半蔵門線,半蔵門線,02_電力【電路】,01_受送・配電線路設備,01_設備全般,NULL,NULL,NULL,6,鉄道本部電気部電機区,1020366600,半蔵門線電機区,NULL,NULL,NULL
9919,受送・配電線路設備-設備全般_大手町～三越前駅Ａ線_半蔵門線電機区,受送・配電線路設備-設備全般_大手町～三越前駅Ａ線_半蔵門線電機区,7,大手町～三越前駅Ａ線,105,NULL,NULL,61,0,0,NULL,0,NULL,NULL,NULL,NULL,NULL,0,9919,0,2023-04-01 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,NULL,半蔵門線,半蔵門線,02_電力【電路】,01_受送・配電線路設備,01_設備全般,NULL,NULL,NULL,6,鉄道本部電気部電機区,1020366600,半蔵門線電機区,NULL,NULL,NULL
9920,受送・配電線路設備-設備全般_三越前～水天宮前駅Ａ線_半蔵門線電機区,受送・配電線路設備-設備全般_三越前～水天宮前駅Ａ線_半蔵門線電機区,7,三越前～水天宮前駅Ａ線,105,NULL,NULL,61,0,0,NULL,0,NULL,NULL,NULL,NULL,NULL,0,9920,0,2023-04-01 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,NULL,半蔵門線,半蔵門線,02_電力【電路】,01_受送・配電線路設備,01_設備全般,NULL,NULL,NULL,6,鉄道本部電気部電機区,1020366600,半蔵門線電機区,NULL,NULL,NULL
9921,受送・配電線路設備-設備全般_水天宮前～清澄白河駅Ａ線_半蔵門線電機区,受送・配電線路設備-設備全般_水天宮前～清澄白河駅Ａ線_半蔵門線電機区,7,水天宮前～清澄白河駅Ａ線,105,NULL,NULL,61,0,0,NULL,0,NULL,NULL,NULL,NULL,NULL,0,9921,0,2023-04-01 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,NULL,半蔵門線,半蔵門線,02_電力【電路】,01_受送・配電線路設備,01_設備全般,NULL,NULL,NULL,6,鉄道本部電気部電機区,1020366600,半蔵門線電機区,NULL,NULL,NULL
