検査設備ID,検査設備名,検査設備名_検査表表示用,設置場所ID,設置場所_計画表示用,設備カテゴリID,設置年月日,稼働年月日,所管区ID,実施基準対象設備フラグ,廃止フラグ,廃止日,休止フラグ,休止期間_開始日,休止期間_終了日,関連検査設備ID,補足,任意項目,直営保守,表示順,論理削除フラグ,更新日時,更新者ID,予備1,予備2,予備3,予備4,予備5,予備6,予備7,予備8,予備9,予備10,状態,ワークフローパターン,場所名称,路線名称,組織区分,レベル1,レベル2,レベル3,レベル4,レベル5,所管区コード1,所管区名称1,所管区コード2,所管区名称2,関連検査設備名称,氏名,変更理由
15338,信号設備_鷺沼車両基地Ａブロック_半蔵門線信通区,信号設備_鷺沼車両基地Ａブロック_半蔵門線信通区,7,鷺沼車両基地Ａブロック,265,NULL,NULL,69,0,0,NULL,0,NULL,NULL,NULL,NULL,NULL,0,15338,0,2023-04-01 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,NULL,半蔵門線,半蔵門線,05_信通【信号】,01_信号設備,NULL,NULL,NULL,NULL,7,鉄道本部電気部信通区,1020367600,半蔵門線信通区,NULL,NULL,NULL
15339,信号設備_鷺沼車両基地Ｂブロック_半蔵門線信通区,信号設備_鷺沼車両基地Ｂブロック_半蔵門線信通区,7,鷺沼車両基地Ｂブロック,265,NULL,NULL,69,0,0,NULL,0,NULL,NULL,NULL,NULL,NULL,0,15339,0,2023-04-01 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,NULL,半蔵門線,半蔵門線,05_信通【信号】,01_信号設備,NULL,NULL,NULL,NULL,7,鉄道本部電気部信通区,1020367600,半蔵門線信通区,NULL,NULL,NULL
15340,信号設備_渋谷（池尻方）～表参道ＡＢ線_半蔵門線信通区,信号設備_渋谷（池尻方）～表参道ＡＢ線_半蔵門線信通区,7,渋谷（池尻方）～表参道ＡＢ線,265,,,69,0,0,,0,,,NULL,,,0,15340,0,2024-05-02 12:39:38.250,661,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,55,半蔵門線,半蔵門線,05_信通【信号】,01_信号設備,NULL,NULL,NULL,NULL,7,鉄道本部電気部信通区,1020367600,半蔵門線信通区,NULL,石田　潤,設置場所名称に訂正があったため
15341,信号設備_表参道～青山一丁目ＡＢ線_半蔵門線信通区,信号設備_表参道～青山一丁目ＡＢ線_半蔵門線信通区,7,表参道～青山一丁目ＡＢ線,265,NULL,NULL,69,0,0,NULL,0,NULL,NULL,NULL,NULL,NULL,0,15341,0,2023-04-01 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,NULL,半蔵門線,半蔵門線,05_信通【信号】,01_信号設備,NULL,NULL,NULL,NULL,7,鉄道本部電気部信通区,1020367600,半蔵門線信通区,NULL,NULL,NULL
15342,信号設備_青山一丁目～永田町ＡＢ線_半蔵門線信通区,信号設備_青山一丁目～永田町ＡＢ線_半蔵門線信通区,7,青山一丁目～永田町ＡＢ線,265,NULL,NULL,69,0,0,NULL,0,NULL,NULL,NULL,NULL,NULL,0,15342,0,2023-04-01 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,NULL,半蔵門線,半蔵門線,05_信通【信号】,01_信号設備,NULL,NULL,NULL,NULL,7,鉄道本部電気部信通区,1020367600,半蔵門線信通区,NULL,NULL,NULL
15343,信号設備_永田町～半蔵門ＡＢ線_半蔵門線信通区,信号設備_永田町～半蔵門ＡＢ線_半蔵門線信通区,7,永田町～半蔵門ＡＢ線,265,NULL,NULL,69,0,0,NULL,0,NULL,NULL,NULL,NULL,NULL,0,15343,0,2023-04-01 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,NULL,半蔵門線,半蔵門線,05_信通【信号】,01_信号設備,NULL,NULL,NULL,NULL,7,鉄道本部電気部信通区,1020367600,半蔵門線信通区,NULL,NULL,NULL
15344,信号設備_半蔵門～九段下ＡＢ線・半蔵門１１Ｔ区間_半蔵門線信通区,信号設備_半蔵門～九段下ＡＢ線・半蔵門１１Ｔ区間_半蔵門線信通区,7,半蔵門～九段下ＡＢ線・半蔵門１１Ｔ区間,265,NULL,NULL,69,0,0,NULL,0,NULL,NULL,NULL,NULL,NULL,0,15344,0,2023-04-01 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,NULL,半蔵門線,半蔵門線,05_信通【信号】,01_信号設備,NULL,NULL,NULL,NULL,7,鉄道本部電気部信通区,1020367600,半蔵門線信通区,NULL,NULL,NULL
15345,信号設備_神保町～大手町ＡＢ線_半蔵門線信通区,信号設備_神保町～大手町ＡＢ線_半蔵門線信通区,7,神保町～大手町ＡＢ線,265,NULL,NULL,69,0,0,NULL,0,NULL,NULL,NULL,NULL,NULL,0,15345,0,2023-04-01 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,NULL,半蔵門線,半蔵門線,05_信通【信号】,01_信号設備,NULL,NULL,NULL,NULL,7,鉄道本部電気部信通区,1020367600,半蔵門線信通区,NULL,NULL,NULL
15346,信号設備_大手町～三越前ＡＢ線_半蔵門線信通区,信号設備_大手町～三越前ＡＢ線_半蔵門線信通区,7,大手町～三越前ＡＢ線,265,NULL,NULL,69,0,0,NULL,0,NULL,NULL,NULL,NULL,NULL,0,15346,0,2023-04-01 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,NULL,半蔵門線,半蔵門線,05_信通【信号】,01_信号設備,NULL,NULL,NULL,NULL,7,鉄道本部電気部信通区,1020367600,半蔵門線信通区,NULL,NULL,NULL
15347,信号設備_三越前～水天宮前ＡＢ線_半蔵門線信通区,信号設備_三越前～水天宮前ＡＢ線_半蔵門線信通区,7,三越前～水天宮前ＡＢ線,265,NULL,NULL,69,0,0,NULL,0,NULL,NULL,NULL,NULL,NULL,0,15347,0,2023-04-01 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,NULL,半蔵門線,半蔵門線,05_信通【信号】,01_信号設備,NULL,NULL,NULL,NULL,7,鉄道本部電気部信通区,1020367600,半蔵門線信通区,NULL,NULL,NULL
