検査設備ID,検査設備名,検査設備名_検査表表示用,設置場所ID,設置場所_計画表示用,設備カテゴリID,設置年月日,稼働年月日,所管区ID,実施基準対象設備フラグ,廃止フラグ,廃止日,休止フラグ,休止期間_開始日,休止期間_終了日,関連検査設備ID,補足,任意項目,直営保守,表示順,論理削除フラグ,更新日時,更新者ID,予備1,予備2,予備3,予備4,予備5,予備6,予備7,予備8,予備9,予備10,状態,ワークフローパターン,場所名称,路線名称,組織区分,レベル1,レベル2,レベル3,レベル4,レベル5,所管区コード1,所管区名称1,所管区コード2,所管区名称2,関連検査設備名称,氏名,変更理由
1171,受送・配電線路設備-設備全般_池袋駅～新大塚Ａ線_丸ノ内線電機区,受送・配電線路設備-設備全般_池袋駅～新大塚Ａ線_丸ノ内線電機区,2,池袋駅～新大塚Ａ線,105,,,56,0,0,,0,,,NULL,,,0,1171,0,2023-05-29 10:08:26.207,507,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,114,丸ノ内線,丸ノ内線,02_電力【電路】,01_受送・配電線路設備,01_設備全般,NULL,NULL,NULL,6,鉄道本部電気部電機区,1020366100,丸ノ内線電機区,NULL,上園　大貴,新規登録のため
1172,受送・配電線路設備-設備全般_新大塚駅～茗荷谷Ａ線_丸ノ内線電機区,受送・配電線路設備-設備全般_新大塚駅～茗荷谷Ａ線_丸ノ内線電機区,2,新大塚駅～茗荷谷Ａ線,105,,,56,0,0,,0,,,NULL,,,0,1172,0,2023-05-29 10:13:50.940,507,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,114,丸ノ内線,丸ノ内線,02_電力【電路】,01_受送・配電線路設備,01_設備全般,NULL,NULL,NULL,6,鉄道本部電気部電機区,1020366100,丸ノ内線電機区,NULL,上園　大貴,新規登録のため
1173,受送・配電線路設備-設備全般_茗荷谷駅～後楽園Ａ線_丸ノ内線電機区,受送・配電線路設備-設備全般_茗荷谷駅～後楽園Ａ線_丸ノ内線電機区,2,茗荷谷駅～後楽園Ａ線,105,,,56,0,0,,0,,,NULL,,,0,1173,0,2023-05-29 11:00:24.553,507,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,114,丸ノ内線,丸ノ内線,02_電力【電路】,01_受送・配電線路設備,01_設備全般,NULL,NULL,NULL,6,鉄道本部電気部電機区,1020366100,丸ノ内線電機区,NULL,上園　大貴,新規登録のため
1174,受送・配電線路設備-設備全般_後楽園駅～本郷三丁目Ａ線_丸ノ内線電機区,受送・配電線路設備-設備全般_後楽園駅～本郷三丁目Ａ線_丸ノ内線電機区,2,後楽園駅～本郷三丁目Ａ線,105,,,56,0,0,,0,,,NULL,,,0,1174,0,2023-05-29 11:01:01.423,507,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,114,丸ノ内線,丸ノ内線,02_電力【電路】,01_受送・配電線路設備,01_設備全般,NULL,NULL,NULL,6,鉄道本部電気部電機区,1020366100,丸ノ内線電機区,NULL,上園　大貴,新規登録のため
1175,受送・配電線路設備-設備全般_本郷三丁目駅～御茶ノ水Ａ線_丸ノ内線電機区,受送・配電線路設備-設備全般_本郷三丁目駅～御茶ノ水Ａ線_丸ノ内線電機区,2,本郷三丁目駅～御茶ノ水Ａ線,105,,,56,0,0,,0,,,NULL,,,0,1175,0,2023-05-29 11:01:16.047,507,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,114,丸ノ内線,丸ノ内線,02_電力【電路】,01_受送・配電線路設備,01_設備全般,NULL,NULL,NULL,6,鉄道本部電気部電機区,1020366100,丸ノ内線電機区,NULL,上園　大貴,新規登録のため
1176,受送・配電線路設備-設備全般_御茶ノ水駅～淡路町Ａ線_丸ノ内線電機区,受送・配電線路設備-設備全般_御茶ノ水駅～淡路町Ａ線_丸ノ内線電機区,2,御茶ノ水駅～淡路町Ａ線,105,,,56,0,0,,0,,,NULL,,,0,1176,0,2023-05-29 11:01:28.587,507,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,114,丸ノ内線,丸ノ内線,02_電力【電路】,01_受送・配電線路設備,01_設備全般,NULL,NULL,NULL,6,鉄道本部電気部電機区,1020366100,丸ノ内線電機区,NULL,上園　大貴,新規登録のため
1177,受送・配電線路設備-設備全般_淡路町駅～大手町Ａ線_丸ノ内線電機区,受送・配電線路設備-設備全般_淡路町駅～大手町Ａ線_丸ノ内線電機区,2,淡路町駅～大手町Ａ線,105,,,56,0,0,,0,,,NULL,,,0,1177,0,2023-05-29 11:01:39.437,507,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,114,丸ノ内線,丸ノ内線,02_電力【電路】,01_受送・配電線路設備,01_設備全般,NULL,NULL,NULL,6,鉄道本部電気部電機区,1020366100,丸ノ内線電機区,NULL,上園　大貴,新規登録のため
1178,受送・配電線路設備-設備全般_大手町駅～東京Ａ線_丸ノ内線電機区,受送・配電線路設備-設備全般_大手町駅～東京Ａ線_丸ノ内線電機区,2,大手町駅～東京Ａ線,105,,,56,0,0,,0,,,NULL,,,0,1178,0,2023-05-29 11:01:50.330,507,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,114,丸ノ内線,丸ノ内線,02_電力【電路】,01_受送・配電線路設備,01_設備全般,NULL,NULL,NULL,6,鉄道本部電気部電機区,1020366100,丸ノ内線電機区,NULL,上園　大貴,新規登録のため
1179,受送・配電線路設備-設備全般_東京駅～銀座Ａ線_丸ノ内線電機区,受送・配電線路設備-設備全般_東京駅～銀座Ａ線_丸ノ内線電機区,2,東京駅～銀座Ａ線,105,,,56,0,0,,0,,,NULL,,,0,1179,0,2023-05-29 11:02:05.613,507,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,114,丸ノ内線,丸ノ内線,02_電力【電路】,01_受送・配電線路設備,01_設備全般,NULL,NULL,NULL,6,鉄道本部電気部電機区,1020366100,丸ノ内線電機区,NULL,上園　大貴,新規登録のため
1180,受送・配電線路設備-設備全般_銀座駅～霞ケ関Ａ線_丸ノ内線電機区,受送・配電線路設備-設備全般_銀座駅～霞ケ関Ａ線_丸ノ内線電機区,2,銀座駅～霞ケ関Ａ線,105,,,56,0,0,,0,,,NULL,,,0,1180,0,2023-05-29 11:07:12.307,507,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,114,丸ノ内線,丸ノ内線,02_電力【電路】,01_受送・配電線路設備,01_設備全般,NULL,NULL,NULL,6,鉄道本部電気部電機区,1020366100,丸ノ内線電機区,NULL,上園　大貴,新規登録のため
