検査設備ID,検査設備名,検査設備名_検査表表示用,設置場所ID,設置場所_計画表示用,設備カテゴリID,設置年月日,稼働年月日,所管区ID,実施基準対象設備フラグ,廃止フラグ,廃止日,休止フラグ,休止期間_開始日,休止期間_終了日,関連検査設備ID,補足,任意項目,直営保守,表示順,論理削除フラグ,更新日時,更新者ID,予備1,予備2,予備3,予備4,予備5,予備6,予備7,予備8,予備9,予備10,状態,ワークフローパターン,場所名称,路線名称,組織区分,レベル1,レベル2,レベル3,レベル4,レベル5,所管区コード1,所管区名称1,所管区コード2,所管区名称2,関連検査設備名称,氏名,変更理由
10948,電車線路設備-剛体電車線及び付属装置-トロリ線_本駒込駅～駒込（Ｂ線）_南北線電機区,電車線路設備-剛体電車線及び付属装置-トロリ線_本駒込駅～駒込（Ｂ線）_南北線電機区,8,本駒込駅～駒込（Ｂ線）,139,NULL,NULL,62,0,0,NULL,0,NULL,NULL,NULL,NULL,NULL,0,10948,0,2024-03-28 19:30:47.437,411,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,NULL,南北線,南北線,02_電力【電路】,02_電車線路設備,04_剛体電車線及び付属装置,05_トロリ線,NULL,NULL,6,鉄道本部電気部電機区,1020366700,南北線電機区,NULL,南　智久,NULL
10949,受送・配電線路設備-設備全般_目黒駅～白金台（Ａ線）_南北線電機区,受送・配電線路設備-設備全般_目黒駅～白金台（Ａ線）_南北線電機区,8,目黒駅～白金台（Ａ線）,105,NULL,NULL,62,0,0,NULL,0,NULL,NULL,NULL,NULL,NULL,0,10949,0,2023-04-01 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,NULL,南北線,南北線,02_電力【電路】,01_受送・配電線路設備,01_設備全般,NULL,NULL,NULL,6,鉄道本部電気部電機区,1020366700,南北線電機区,NULL,NULL,NULL
10950,受送・配電線路設備-設備全般_白金台駅～白金高輪（Ａ線）_南北線電機区,受送・配電線路設備-設備全般_白金台駅～白金高輪（Ａ線）_南北線電機区,8,白金台駅～白金高輪（Ａ線）,105,NULL,NULL,62,0,0,NULL,0,NULL,NULL,NULL,NULL,NULL,0,10950,0,2023-04-01 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,NULL,南北線,南北線,02_電力【電路】,01_受送・配電線路設備,01_設備全般,NULL,NULL,NULL,6,鉄道本部電気部電機区,1020366700,南北線電機区,NULL,NULL,NULL
10951,受送・配電線路設備-設備全般_白金高輪駅～麻布十番（Ａ線）_南北線電機区,受送・配電線路設備-設備全般_白金高輪駅～麻布十番（Ａ線）_南北線電機区,8,白金高輪駅～麻布十番（Ａ線）,105,NULL,NULL,62,0,0,NULL,0,NULL,NULL,NULL,NULL,NULL,0,10951,0,2023-04-01 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,NULL,南北線,南北線,02_電力【電路】,01_受送・配電線路設備,01_設備全般,NULL,NULL,NULL,6,鉄道本部電気部電機区,1020366700,南北線電機区,NULL,NULL,NULL
10952,給排水機械設備-トンネル排水ポンプ_赤羽トンネル排水ポンプ室_南北線電機区,給排水機械設備-トンネル排水ポンプ_赤羽トンネル排水ポンプ室_南北線電機区,8,赤羽トンネル排水ポンプ室,218,NULL,NULL,62,0,0,NULL,0,NULL,NULL,NULL,NULL,NULL,0,10952,0,2023-04-01 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,NULL,南北線,南北線,04_設備【機械】,02_給排水機械設備,01_給排水機械設備,02_トンネル排水ポンプ,,,6,鉄道本部電気部電機区,1020366700,南北線電機区,NULL,NULL,NULL
10953,給排水機械設備-トンネル排水ポンプ_神谷トンネル排水ポンプ室_南北線電機区,給排水機械設備-トンネル排水ポンプ_神谷トンネル排水ポンプ室_南北線電機区,8,神谷トンネル排水ポンプ室,218,NULL,NULL,62,0,0,NULL,0,NULL,NULL,NULL,NULL,NULL,0,10953,0,2023-04-01 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,NULL,南北線,南北線,04_設備【機械】,02_給排水機械設備,01_給排水機械設備,02_トンネル排水ポンプ,,,6,鉄道本部電気部電機区,1020366700,南北線電機区,NULL,NULL,NULL
10954,給排水機械設備-トンネル排水ポンプ_王子車両基地トンネル排水ポンプ室_南北線電機区,給排水機械設備-トンネル排水ポンプ_王子車両基地トンネル排水ポンプ室_南北線電機区,8,王子車両基地トンネル排水ポンプ室,218,NULL,NULL,62,0,0,NULL,0,NULL,NULL,NULL,NULL,NULL,0,10954,0,2023-04-01 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,NULL,南北線,南北線,04_設備【機械】,02_給排水機械設備,01_給排水機械設備,02_トンネル排水ポンプ,,,6,鉄道本部電気部電機区,1020366700,南北線電機区,NULL,NULL,NULL
10955,給排水機械設備-トンネル排水ポンプ_白金台トンネル排水ポンプ室_南北線電機区,給排水機械設備-トンネル排水ポンプ_白金台トンネル排水ポンプ室_南北線電機区,8,白金台トンネル排水ポンプ室,218,NULL,NULL,62,0,0,NULL,0,NULL,NULL,NULL,NULL,NULL,0,10955,0,2023-04-01 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,NULL,南北線,南北線,04_設備【機械】,02_給排水機械設備,01_給排水機械設備,02_トンネル排水ポンプ,,,6,鉄道本部電気部電機区,1020366700,南北線電機区,NULL,NULL,NULL
10956,給排水機械設備-トンネル排水ポンプ_白金高輪トンネル排水ポンプ室_南北線電機区,給排水機械設備-トンネル排水ポンプ_白金高輪トンネル排水ポンプ室_南北線電機区,8,白金高輪トンネル排水ポンプ室,218,NULL,NULL,62,0,0,NULL,0,NULL,NULL,NULL,NULL,NULL,0,10956,0,2023-04-01 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,NULL,南北線,南北線,04_設備【機械】,02_給排水機械設備,01_給排水機械設備,02_トンネル排水ポンプ,,,6,鉄道本部電気部電機区,1020366700,南北線電機区,NULL,NULL,NULL
10957,給排水機械設備-トンネル排水ポンプ_麻布十番トンネル排水ポンプ室_南北線電機区,給排水機械設備-トンネル排水ポンプ_麻布十番トンネル排水ポンプ室_南北線電機区,8,麻布十番トンネル排水ポンプ室,218,NULL,NULL,62,0,0,NULL,0,NULL,NULL,NULL,NULL,NULL,0,10957,0,2023-04-01 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,NULL,南北線,南北線,04_設備【機械】,02_給排水機械設備,01_給排水機械設備,02_トンネル排水ポンプ,,,6,鉄道本部電気部電機区,1020366700,南北線電機区,NULL,NULL,NULL
