総件数,ソート最優先キー,検査ID,定期検査名称,検査補足名称,検査基準日,検査設備ID,定期検査ひな型ID,臨時_基準期間ID,実施主体,実施事業者1,実施事業者2,他区検査依頼,依頼先他区,他区検査依頼内容,補足,系統変更番号,計画策定に関する備考,承認に関する備考,作業時間帯,休止フラグ,休止期間_開始,休止期間_終了,廃止フラグ,廃止日,表示順,論理削除フラグ,更新日時,更新者ID,予備1,予備2,予備3,予備4,予備5,予備6,予備7,予備8,予備9,予備10,実施主体名称,実施事業者1名称,実施事業者2名称,依頼先他区所管区名称1,依頼先他区所管区名称2,T_定期検査ひな型ID,T_定期検査ひな型名称,T_設備全般検査フラグ,T_検査名称,T_設備カテゴリID,T_基準期間ID,T_補足,SK_設備カテゴリID,SK_組織区分,SK_レベル1,SK_レベル2,SK_レベル3,SK_レベル4,SK_レベル5,SK_任意項目,B1_基準期間ID,B1_表示用基準期間,B1_基準期間,B1_基準期間単位,B1_許容期間,B1_許容期間単位,B1_アラート出力,B2_基準期間ID,B2_表示用基準期間,B2_基準期間,B2_基準期間単位,B2_許容期間,B2_許容期間単位,B2_アラート出力,KS_検査設備ID,KS_検査設備名,KS_検査設備名_検査表表示用,KS_設置場所ID,KS_設置場所_計画表示用,KS_設備カテゴリID,KS_設置年月日,KS_稼働年月日,KS_所管区ID,KS_実施基準対象設備フラグ,KS_廃止フラグ,KS_廃止日,KS_休止フラグ,KS_休止期間_開始日,KS_休止期間_終了日,KS_関連検査設備ID,KS_関連検査設備名称,KS_補足,KS_任意項目,KS_直営保守,SB_設置場所ID,SB_路線ID,SB_場所種別,SB_場所名称,SB_下位場所名称,SB_その他名称,SB_任意項目,KN_実施基準対象検査内容フラグ,J3_任意項目,K_変更理由,作業コード名称
1814,,1,受送・配電線路設備（設備全般）_2か月検査_渋谷車両基地,NULL,2008/03/15,1,2001,NULL,1,1,NULL,0,NULL,NULL,NULL,NULL,PQB38,NULL,1,0,NULL,NULL,0,NULL,1,0,2023-04-01 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,自社,東京メトロ,NULL,NULL,NULL,2001,受送・配電線路設備（設備全般）_2か月検査,1,受送・配電線路設備（設備全般）,105,5,,105,02_電力【電路】,01_受送・配電線路設備,01_設備全般,NULL,NULL,NULL,NULL,5,2か月(±28日),2,2,28,1,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,受送・配電線路設備-設備全般_渋谷車両基地_銀座線電機区,受送・配電線路設備-設備全般_渋谷車両基地_銀座線電機区,1,渋谷車両基地,105,NULL,NULL,55,0,0,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,0,1,1,5,銀座線,NULL,NULL,NULL,NULL,NULL,NULL,PPA02
1814,,2,受送・配電線路設備（設備全般）_2か月検査_渋谷駅～表参道Ａ線,NULL,2011/05/15,2,2001,NULL,1,1,NULL,0,NULL,NULL,NULL,NULL,PQB51,NULL,2,0,NULL,NULL,0,NULL,2,0,2023-04-01 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,自社,東京メトロ,NULL,NULL,NULL,2001,受送・配電線路設備（設備全般）_2か月検査,1,受送・配電線路設備（設備全般）,105,5,,105,02_電力【電路】,01_受送・配電線路設備,01_設備全般,NULL,NULL,NULL,NULL,5,2か月(±28日),2,2,28,1,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,受送・配電線路設備-設備全般_渋谷駅～表参道Ａ線_銀座線電機区,受送・配電線路設備-設備全般_渋谷駅～表参道Ａ線_銀座線電機区,1,渋谷駅～表参道Ａ線,105,NULL,NULL,55,0,0,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,0,1,1,5,銀座線,NULL,NULL,NULL,NULL,NULL,NULL,PPA02
1814,,3,受送・配電線路設備（設備全般）_2か月検査_表参道駅～外苑前Ａ線,NULL,2011/05/15,3,2001,NULL,1,1,NULL,0,NULL,NULL,NULL,NULL,PQB51,NULL,1,0,NULL,NULL,0,NULL,3,0,2023-04-01 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,自社,東京メトロ,NULL,NULL,NULL,2001,受送・配電線路設備（設備全般）_2か月検査,1,受送・配電線路設備（設備全般）,105,5,,105,02_電力【電路】,01_受送・配電線路設備,01_設備全般,NULL,NULL,NULL,NULL,5,2か月(±28日),2,2,28,1,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,受送・配電線路設備-設備全般_表参道駅～外苑前Ａ線_銀座線電機区,受送・配電線路設備-設備全般_表参道駅～外苑前Ａ線_銀座線電機区,1,表参道駅～外苑前Ａ線,105,NULL,NULL,55,0,0,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,0,1,1,5,銀座線,NULL,NULL,NULL,NULL,NULL,NULL,PPA02
1814,,4,受送・配電線路設備（設備全般）_2か月検査_外苑前駅～青山一丁目Ａ線,NULL,2011/05/15,4,2001,NULL,1,1,NULL,0,NULL,NULL,NULL,NULL,PQB51,NULL,1,0,NULL,NULL,0,NULL,4,0,2023-04-01 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,自社,東京メトロ,NULL,NULL,NULL,2001,受送・配電線路設備（設備全般）_2か月検査,1,受送・配電線路設備（設備全般）,105,5,,105,02_電力【電路】,01_受送・配電線路設備,01_設備全般,NULL,NULL,NULL,NULL,5,2か月(±28日),2,2,28,1,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,受送・配電線路設備-設備全般_外苑前駅～青山一丁目Ａ線_銀座線電機区,受送・配電線路設備-設備全般_外苑前駅～青山一丁目Ａ線_銀座線電機区,1,外苑前駅～青山一丁目Ａ線,105,NULL,NULL,55,0,0,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,0,1,1,5,銀座線,NULL,NULL,NULL,NULL,NULL,NULL,PPA02
1814,,5,受送・配電線路設備（設備全般）_2か月検査_青山一丁目駅～赤坂見附Ａ線,NULL,2008/04/15,5,2001,NULL,1,1,NULL,0,NULL,NULL,NULL,NULL,PQB51,NULL,2,0,NULL,NULL,0,NULL,5,0,2023-04-01 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,自社,東京メトロ,NULL,NULL,NULL,2001,受送・配電線路設備（設備全般）_2か月検査,1,受送・配電線路設備（設備全般）,105,5,,105,02_電力【電路】,01_受送・配電線路設備,01_設備全般,NULL,NULL,NULL,NULL,5,2か月(±28日),2,2,28,1,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5,受送・配電線路設備-設備全般_青山一丁目駅～赤坂見附Ａ線_銀座線電機区,受送・配電線路設備-設備全般_青山一丁目駅～赤坂見附Ａ線_銀座線電機区,1,青山一丁目駅～赤坂見附Ａ線,105,NULL,NULL,55,0,0,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,0,1,1,5,銀座線,NULL,NULL,NULL,NULL,NULL,NULL,PPA02
1814,,6,受送・配電線路設備（設備全般）_2か月検査_赤坂見附駅～溜池山王Ａ線,NULL,2008/04/15,6,2001,NULL,1,1,NULL,0,NULL,NULL,NULL,NULL,PQB51,NULL,2,0,NULL,NULL,0,NULL,6,0,2023-04-01 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,自社,東京メトロ,NULL,NULL,NULL,2001,受送・配電線路設備（設備全般）_2か月検査,1,受送・配電線路設備（設備全般）,105,5,,105,02_電力【電路】,01_受送・配電線路設備,01_設備全般,NULL,NULL,NULL,NULL,5,2か月(±28日),2,2,28,1,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6,受送・配電線路設備-設備全般_赤坂見附駅～溜池山王Ａ線_銀座線電機区,受送・配電線路設備-設備全般_赤坂見附駅～溜池山王Ａ線_銀座線電機区,1,赤坂見附駅～溜池山王Ａ線,105,NULL,NULL,55,0,0,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,0,1,1,5,銀座線,NULL,NULL,NULL,NULL,NULL,NULL,PPA02
1814,,7,受送・配電線路設備（設備全般）_2か月検査_溜池山王駅～虎ノ門Ａ線,NULL,2008/03/15,7,2001,NULL,1,1,NULL,0,NULL,NULL,NULL,NULL,PQB51,NULL,1,0,NULL,NULL,0,NULL,7,0,2023-04-01 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,自社,東京メトロ,NULL,NULL,NULL,2001,受送・配電線路設備（設備全般）_2か月検査,1,受送・配電線路設備（設備全般）,105,5,,105,02_電力【電路】,01_受送・配電線路設備,01_設備全般,NULL,NULL,NULL,NULL,5,2か月(±28日),2,2,28,1,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7,受送・配電線路設備-設備全般_溜池山王駅～虎ノ門Ａ線_銀座線電機区,受送・配電線路設備-設備全般_溜池山王駅～虎ノ門Ａ線_銀座線電機区,1,溜池山王駅～虎ノ門Ａ線,105,NULL,NULL,55,0,0,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,0,1,1,5,銀座線,NULL,NULL,NULL,NULL,NULL,NULL,PPA02
1814,,8,受送・配電線路設備（設備全般）_2か月検査_虎ノ門駅～新橋Ａ線,NULL,2008/03/15,8,2001,NULL,1,1,NULL,0,NULL,NULL,NULL,NULL,PQB51,NULL,1,0,NULL,NULL,0,NULL,8,0,2023-04-01 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,自社,東京メトロ,NULL,NULL,NULL,2001,受送・配電線路設備（設備全般）_2か月検査,1,受送・配電線路設備（設備全般）,105,5,,105,02_電力【電路】,01_受送・配電線路設備,01_設備全般,NULL,NULL,NULL,NULL,5,2か月(±28日),2,2,28,1,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8,受送・配電線路設備-設備全般_虎ノ門駅～新橋Ａ線_銀座線電機区,受送・配電線路設備-設備全般_虎ノ門駅～新橋Ａ線_銀座線電機区,1,虎ノ門駅～新橋Ａ線,105,NULL,NULL,55,0,0,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,0,1,1,5,銀座線,NULL,NULL,NULL,NULL,NULL,NULL,PPA02
1814,,9,受送・配電線路設備（設備全般）_2か月検査_新橋駅～銀座Ａ線,NULL,2008/03/15,9,2001,NULL,1,1,NULL,0,NULL,NULL,NULL,NULL,PQB51,NULL,1,0,NULL,NULL,0,NULL,9,0,2023-04-01 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,自社,東京メトロ,NULL,NULL,NULL,2001,受送・配電線路設備（設備全般）_2か月検査,1,受送・配電線路設備（設備全般）,105,5,,105,02_電力【電路】,01_受送・配電線路設備,01_設備全般,NULL,NULL,NULL,NULL,5,2か月(±28日),2,2,28,1,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,9,受送・配電線路設備-設備全般_新橋駅～銀座Ａ線_銀座線電機区,受送・配電線路設備-設備全般_新橋駅～銀座Ａ線_銀座線電機区,1,新橋駅～銀座Ａ線,105,NULL,NULL,55,0,0,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,0,1,1,5,銀座線,NULL,NULL,NULL,NULL,NULL,NULL,PPA02
1814,,10,受送・配電線路設備（設備全般）_2か月検査_銀座駅～京橋Ａ線,NULL,2008/03/15,10,2001,NULL,1,1,NULL,0,NULL,NULL,NULL,NULL,PQB51,NULL,1,0,NULL,NULL,0,NULL,10,0,2023-04-01 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,自社,東京メトロ,NULL,NULL,NULL,2001,受送・配電線路設備（設備全般）_2か月検査,1,受送・配電線路設備（設備全般）,105,5,,105,02_電力【電路】,01_受送・配電線路設備,01_設備全般,NULL,NULL,NULL,NULL,5,2か月(±28日),2,2,28,1,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,受送・配電線路設備-設備全般_銀座駅～京橋Ａ線_銀座線電機区,受送・配電線路設備-設備全般_銀座駅～京橋Ａ線_銀座線電機区,1,銀座駅～京橋Ａ線,105,NULL,NULL,55,0,0,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,0,1,1,5,銀座線,NULL,NULL,NULL,NULL,NULL,NULL,PPA02
